,sbd,tinh,toan,van,anh,ly,hoa,sinh,su,dia,gdcd
0,15000119,S? GDÐT Phú Th?,8.8,8,4.6,8,5,7.17,0,0,0
0,15000120,S? GDÐT Phú Th?,9.2,7,8,9.5,9,8.17,0,0,0
0,15000121,S? GDÐT Phú Th?,10,7,4.2,9.5,8.25,8.83,0,0,0
0,15000122,S? GDÐT Phú Th?,7.2,7.25,6.4,0,0,0,8.25,9,9
0,15000123,S? GDÐT Phú Th?,5,8.25,3.2,0,0,0,9,7.75,8.33
0,15000124,S? GDÐT Phú Th?,8.8,8.75,8.2,0,0,0,7.75,8.75,8
0,15000125,S? GDÐT Phú Th?,9,7.25,4,9,3,6.67,0,0,0
0,15000126,S? GDÐT Phú Th?,9.2,6.25,7,2.5,6.25,6,0,0,0
0,15000127,S? GDÐT Phú Th?,8.6,8,9,0,0,0,7,8.25,7.08
0,15000128,S? GDÐT Phú Th?,8.6,7,6.6,4,2.5,5,0,0,0
0,15000129,S? GDÐT Phú Th?,8.2,7.75,8.6,0,0,0,7.25,8.25,5.92
0,15000130,S? GDÐT Phú Th?,7.8,5.5,4.2,8.5,7.75,6.92,0,0,0
0,15000131,S? GDÐT Phú Th?,7.8,7.75,8.8,0,0,0,6.25,8.25,7.42
0,15000132,S? GDÐT Phú Th?,9,7,7.6,8.5,4,5.83,0,0,0
0,15000133,S? GDÐT Phú Th?,8.6,6.75,8.6,4,5,5.67,0,0,0
0,15000134,S? GDÐT Phú Th?,9.4,7.75,6.4,0,0,0,7,8.5,7.25
0,15000135,S? GDÐT Phú Th?,9.6,6.75,9,9.5,6,7.42,0,0,0
0,15000136,S? GDÐT Phú Th?,9,8.25,8.8,0,0,0,7.5,9,7.83
0,15000137,S? GDÐT Phú Th?,8.8,6,0,8.75,5.75,7.42,0,0,0
0,15000138,S? GDÐT Phú Th?,9.4,5.5,9,2.5,2.75,4.33,0,0,0
0,15000139,S? GDÐT Phú Th?,9,7,9.6,5.25,4.5,6.08,0,0,0
0,15000140,S? GDÐT Phú Th?,9.6,6.75,5.2,9,4.5,7.08,0,0,0
0,15000141,S? GDÐT Phú Th?,7.8,6,8.6,6,5,6.42,0,0,0
0,15000142,S? GDÐT Phú Th?,9,8.75,8.6,0,0,0,7.75,8.5,8
0,15000143,S? GDÐT Phú Th?,9.2,7.5,7.8,3.75,4,5.75,0,0,0
0,15000144,S? GDÐT Phú Th?,9,8.5,9.4,0,0,0,7.5,7.25,6.42
0,15000145,S? GDÐT Phú Th?,8,6.25,5.4,8.25,3.75,6,0,0,0
0,15000146,S? GDÐT Phú Th?,4.6,7.5,2.8,0,0,0,9.75,8,8.5
0,15000147,S? GDÐT Phú Th?,5.2,7.25,5,0,0,0,8.75,6.75,7.58
0,15000148,S? GDÐT Phú Th?,8.8,6.5,4.2,9.5,3.75,7.17,0,0,0
0,15000149,S? GDÐT Phú Th?,8.2,5.5,2.4,7.75,7,6,0,0,0
0,15000149,S? GDÐT Phú Th?,8.2,5.5,2.4,7.75,7,6,0,0,0
0,15000152,S? GDÐT Phú Th?,5.4,8,6.6,0,0,0,10,8.5,8.83
0,15000153,S? GDÐT Phú Th?,8,8,8.6,0,0,0,6.75,8.25,7.75
0,15000154,S? GDÐT Phú Th?,8.8,8.25,9.4,0,0,0,6.25,8.25,7.67
0,15000155,S? GDÐT Phú Th?,8,6.75,7.4,0,0,0,6.5,8.5,7.5
0,15000156,S? GDÐT Phú Th?,9.6,6,6.2,8.75,6.75,8,0,0,0
0,15000156,S? GDÐT Phú Th?,9.6,6,6.2,8.75,6.75,8,0,0,0
0,15000157,S? GDÐT Phú Th?,10,7.75,7.8,9,7.25,8.33,0,0,0
0,15000159,S? GDÐT Phú Th?,9.2,4,4.6,9.75,8.5,7.5,0,0,0
0,15000160,S? GDÐT Phú Th?,8.6,6.5,4.4,7.25,4,6.75,0,0,0
0,15000160,S? GDÐT Phú Th?,8.6,6.5,4.4,7.25,4,6.75,0,0,0
0,15000160,S? GDÐT Phú Th?,8.6,6.5,4.4,7.25,4,6.75,0,0,0
0,15000161,S? GDÐT Phú Th?,8.8,7,5.2,8.25,8.5,6.83,0,0,0
0,15000161,S? GDÐT Phú Th?,8.8,7,5.2,8.25,8.5,6.83,0,0,0
0,15000164,S? GDÐT Phú Th?,9.2,8,9.2,0,0,0,7.5,7.5,7.5
0,15000166,S? GDÐT Phú Th?,9,8,9.4,0,0,0,6.5,7.25,6.25
0,15000167,S? GDÐT Phú Th?,9.2,6.5,7,3.25,4,5,0,0,0
0,15000168,S? GDÐT Phú Th?,8.2,7.75,8.2,0,0,0,6.5,7.5,7.08
0,15000169,S? GDÐT Phú Th?,8.6,7.5,6.4,8.75,5,7.17,0,0,0
0,15000169,S? GDÐT Phú Th?,8.6,7.5,6.4,8.75,5,7.17,0,0,0
0,15000171,S? GDÐT Phú Th?,9,8,8.2,0,0,0,7.5,9.25,8.42
0,15000171,S? GDÐT Phú Th?,9,8,8.2,0,0,0,7.5,9.25,8.42
0,15000173,S? GDÐT Phú Th?,9.4,6.25,6.6,9,5.75,8,0,0,0
0,15000175,S? GDÐT Phú Th?,8.4,8.25,4.4,0,0,0,9.5,7.75,8.5
0,15000176,S? GDÐT Phú Th?,9.6,8.5,9,4.5,5.5,6.33,0,0,0
0,15000177,S? GDÐT Phú Th?,8.4,7.25,9.2,0,0,0,7.5,8.5,7.83
0,15000178,S? GDÐT Phú Th?,8.8,8.25,8,0,0,0,6.25,9,7.67
0,15000179,S? GDÐT Phú Th?,9.4,7.5,8.4,0,0,0,7.25,8,6.92
0,15000180,S? GDÐT Phú Th?,9,7.25,8.4,4.25,5.5,5.83,0,0,0
0,15000180,S? GDÐT Phú Th?,9,7.25,8.4,4.25,5.5,5.83,0,0,0
0,15000181,S? GDÐT Phú Th?,9.2,7.25,8.2,4.5,4,5.75,0,0,0
0,15000183,S? GDÐT Phú Th?,7.4,6,9.2,0,0,0,8,8.25,6.67
0,15000184,S? GDÐT Phú Th?,9,7.75,7.8,0,0,0,6.25,8.5,7.67
0,15000185,S? GDÐT Phú Th?,9.4,7.25,9.2,2.75,5.25,5.5,0,0,0
0,15000186,S? GDÐT Phú Th?,4.8,8.25,6,0,0,0,9.25,8,8.33
0,15000186,S? GDÐT Phú Th?,4.8,8.25,6,0,0,0,9.25,8,8.33
0,15000187,S? GDÐT Phú Th?,8.4,6,8.4,7,3.75,6.33,0,0,0
0,15000189,S? GDÐT Phú Th?,7.4,8.75,8.2,0,0,0,7,8.5,7.75
0,15000190,S? GDÐT Phú Th?,8.8,8.5,9.4,0,0,0,8.5,8.5,7.75
0,15000191,S? GDÐT Phú Th?,9.2,7,5,9.75,5.25,7.75,0,0,0
0,15000192,S? GDÐT Phú Th?,7.8,8.75,8,0,0,0,6,8.75,7.17
0,15000193,S? GDÐT Phú Th?,8,7.75,8.8,0,0,0,7.5,8,7.75
0,15000194,S? GDÐT Phú Th?,7,7.75,4.6,0,0,0,5.25,6.5,5.5
0,15000195,S? GDÐT Phú Th?,9.8,8.5,7.8,0,0,0,7.25,8.75,7.58
0,15000196,S? GDÐT Phú Th?,5.4,7.5,4.6,0,0,0,7.5,7.25,7.83
0,15000197,S? GDÐT Phú Th?,5,6.75,2.8,0,0,0,7.25,6.5,7.42
0,15000198,S? GDÐT Phú Th?,8,8.25,6.2,0,0,0,6.5,7.25,6.5
0,15000199,S? GDÐT Phú Th?,8.6,5,8.4,4.5,3.75,5.92,0,0,0
0,15000200,S? GDÐT Phú Th?,8.4,7.75,6.4,0,0,0,5.75,4.75,5
0,15000201,S? GDÐT Phú Th?,8.2,8,8,0,0,0,6.5,7.25,5.92
0,15000202,S? GDÐT Phú Th?,8.4,8.25,7.8,0,0,0,7,8.25,7.42
0,15000203,S? GDÐT Phú Th?,8.4,7.5,8.8,0,0,0,7,8,6.92
0,15000204,S? GDÐT Phú Th?,6.4,7.75,5.2,0,0,0,9.5,7.75,8.25
0,15000205,S? GDÐT Phú Th?,8.4,7.5,9.2,0,0,0,7,9.25,8.08
0,15000206,S? GDÐT Phú Th?,8.4,8,7,0,0,0,7.5,9.5,9.08
0,15000207,S? GDÐT Phú Th?,7.2,8.5,7,0,0,0,9,9.5,9.58
0,15000208,S? GDÐT Phú Th?,9.4,9,9.8,0,0,0,7,9,8.75
0,15000209,S? GDÐT Phú Th?,8.4,6.5,4.6,8.25,6.5,7.83,0,0,0
0,15000210,S? GDÐT Phú Th?,9.2,9.25,9.2,0,0,0,7,8.75,7.67
0,15000211,S? GDÐT Phú Th?,9.2,7,9.2,4.75,3.5,5.83,0,0,0
0,15000212,S? GDÐT Phú Th?,7,7.5,7,0,0,0,7,7.25,6.33
0,15000213,S? GDÐT Phú Th?,9.4,5.5,5.4,8.75,8.75,7.25,0,0,0
0,15000214,S? GDÐT Phú Th?,9,6,5,8.75,8,7.42,0,0,0
0,15000215,S? GDÐT Phú Th?,9,6.5,6.8,9.25,5.5,7.92,0,0,0
0,15000216,S? GDÐT Phú Th?,9,5.75,8.4,3.25,3.25,4.58,0,0,0
0,15000217,S? GDÐT Phú Th?,9,3.5,8.4,4.25,4.75,5.42,0,0,0
0,15000217,S? GDÐT Phú Th?,9,3.5,4.8,9.25,4.75,7.5,0,0,0
0,15000219,S? GDÐT Phú Th?,7.6,6.25,7.8,0,0,0,7.25,8.5,7.5
0,15000220,S? GDÐT Phú Th?,8.8,8.25,7.8,0,0,0,9,9,8.25
0,15000222,S? GDÐT Phú Th?,8,8,7.6,0,0,0,7.5,8.5,7.17
0,15000223,S? GDÐT Phú Th?,9,8,9.8,0,0,0,7,9,8.33
0,15000224,S? GDÐT Phú Th?,5.6,8,3.4,0,0,0,10,8,8.33
0,15000225,S? GDÐT Phú Th?,9.4,7.75,7.8,3.75,4.25,5.08,0,0,0
0,15000226,S? GDÐT Phú Th?,6.2,8.75,6,0,0,0,9.5,9.25,9.33
0,15000227,S? GDÐT Phú Th?,9.2,8.5,9.4,0,0,0,6.5,8,6.75
0,15000228,S? GDÐT Phú Th?,7,7.75,9,0,0,0,7.75,7.5,6.92
0,15000229,S? GDÐT Phú Th?,9.6,6.5,5.2,9.25,4.25,7.42,0,0,0
0,15000230,S? GDÐT Phú Th?,9.6,6.5,4.6,9,4.5,7.42,0,0,0
0,15000231,S? GDÐT Phú Th?,9,7.25,4,9.5,5.5,8,0,0,0
0,15000232,S? GDÐT Phú Th?,9.4,4.5,3.8,8.25,2.25,5.92,0,0,0
0,15000233,S? GDÐT Phú Th?,9.4,5.25,7.4,9.25,6.25,8.17,0,0,0
0,15000234,S? GDÐT Phú Th?,8.6,7.75,8.4,0,0,0,8.5,8,7.42
0,15000235,S? GDÐT Phú Th?,8.4,6.5,6.2,3,4.75,4.33,0,0,0
0,15000236,S? GDÐT Phú Th?,8.4,8.5,8.2,0,0,0,7.5,7.5,6.25
0,15000237,S? GDÐT Phú Th?,9,8.5,9.4,0,0,0,8.5,8.75,7.92
0,15000238,S? GDÐT Phú Th?,9.2,6.25,7.8,3.5,6.25,6,0,0,0
0,15000239,S? GDÐT Phú Th?,8.2,8.75,9.2,0,0,0,8.5,9,8.17
0,15000240,S? GDÐT Phú Th?,9.2,5.75,8.6,2.5,2.75,4.67,0,0,0
0,15000241,S? GDÐT Phú Th?,9.2,6.75,6.6,8.75,8.5,7.58,0,0,0
0,15000242,S? GDÐT Phú Th?,9,6.75,5.2,8.75,5,7.67,0,0,0
0,15000243,S? GDÐT Phú Th?,8.6,4.25,6,3.5,2.75,4.58,0,0,0
0,15000244,S? GDÐT Phú Th?,8.8,8.25,9.4,0,0,0,6.75,8.5,7.75
0,15000245,S? GDÐT Phú Th?,8.8,7.75,8.4,6,4.25,6.42,0,0,0
0,15000246,S? GDÐT Phú Th?,9.2,6.75,4.6,7.75,3,6.17,0,0,0
0,15000247,S? GDÐT Phú Th?,8.8,5.25,7.6,9,4.75,7.42,0,0,0
0,15000248,S? GDÐT Phú Th?,9.6,6,5.8,9,6,8,0,0,0
0,15000249,S? GDÐT Phú Th?,7.4,8,6,0,0,0,9,9.25,9.5
0,15000250,S? GDÐT Phú Th?,8.6,7.25,5.6,8.5,4.5,7.42,0,0,0
0,15000251,S? GDÐT Phú Th?,5.4,8,4.4,0,0,0,9.25,7.75,8.42
0,15000252,S? GDÐT Phú Th?,6.2,7.75,4.2,0,0,0,9.75,8.25,8.42
0,15000253,S? GDÐT Phú Th?,8.6,8,8.8,0,0,0,8,9.75,8.58
0,15000254,S? GDÐT Phú Th?,9.6,7,8.6,5.25,3.75,5.83,0,0,0
0,15000255,S? GDÐT Phú Th?,8.2,8,7.6,0,0,0,8,8.75,8.08
0,15000256,S? GDÐT Phú Th?,9.4,9,8.4,0,0,0,6.5,8.25,7.67
0,15000257,S? GDÐT Phú Th?,5.6,8.25,0,0,0,0,8.5,7.75,8.33
0,15000258,S? GDÐT Phú Th?,9,8.75,8.2,0,0,0,7,8.75,7.67
0,15000259,S? GDÐT Phú Th?,5.2,8.25,5,0,0,0,9.25,7.5,8.08
0,15000260,S? GDÐT Phú Th?,9.4,8,9.4,0,0,0,8.5,8.25,7.67
0,15000261,S? GDÐT Phú Th?,6.2,7.75,5,0,0,0,9.5,8.5,8.75
0,15000262,S? GDÐT Phú Th?,9.2,6.25,8,2.75,4.5,5.17,0,0,0
0,15000263,S? GDÐT Phú Th?,8.8,7,7.8,5.25,3.5,5.67,0,0,0
0,15000264,S? GDÐT Phú Th?,6.6,7.5,3.4,0,0,0,10,9.25,8.33
0,15000265,S? GDÐT Phú Th?,6,7.75,4.8,0,0,0,9.25,9.25,9.08
0,15000266,S? GDÐT Phú Th?,8.8,8.5,9.2,0,0,0,6,7.25,6.08
0,15000267,S? GDÐT Phú Th?,9.4,8.5,7.6,0,0,0,8,8,7.17
0,15000268,S? GDÐT Phú Th?,4.8,8,8.4,0,0,0,9.75,9.5,9.42
0,15000269,S? GDÐT Phú Th?,9.4,6.75,5.4,9.25,4,7.33,0,0,0
0,15000270,S? GDÐT Phú Th?,9.2,8.5,8.2,0,0,0,8.5,8.5,7.92
0,15000271,S? GDÐT Phú Th?,8.6,5.75,4.8,8.25,2.75,6.58,0,0,0
0,15000272,S? GDÐT Phú Th?,8.2,6,5.6,7,5,6.67,0,0,0
0,15000273,S? GDÐT Phú Th?,7,7.75,6,0,0,0,5.5,7,6.33
0,15000274,S? GDÐT Phú Th?,6.2,7.5,5.4,0,0,0,9,7.5,8.08
0,15000275,S? GDÐT Phú Th?,8.8,6.25,4.4,8.5,4.75,7.33,0,0,0
0,15000276,S? GDÐT Phú Th?,8,7.25,8.4,0,0,0,8.25,7.75,7.75
0,15000277,S? GDÐT Phú Th?,8.8,8.25,9.8,0,0,0,7.75,10,9.25
0,15000278,S? GDÐT Phú Th?,5.2,8.5,3.4,0,0,0,8.5,6.5,7.58
0,15000279,S? GDÐT Phú Th?,8.6,9,8.8,0,0,0,6.5,8.5,7.17
0,15000280,S? GDÐT Phú Th?,9,5.5,7.8,3.5,2.75,4.42,0,0,0
0,15000281,S? GDÐT Phú Th?,8.8,8.75,8.4,0,0,0,7.5,9.25,8.08
0,15000282,S? GDÐT Phú Th?,7.4,7,6.6,3.75,8.25,5.33,0,0,0
0,15000283,S? GDÐT Phú Th?,5,8.75,4.2,0,0,0,8,7.75,8.25
0,15000284,S? GDÐT Phú Th?,8.8,8,9,0,0,0,6,8.25,6.5
0,15000285,S? GDÐT Phú Th?,9.2,7,8,9.25,8.5,7.75,0,0,0
0,15000286,S? GDÐT Phú Th?,9.8,7.25,4.2,9.25,3.75,7.33,0,0,0
0,15000287,S? GDÐT Phú Th?,9.4,8.5,8.4,0,0,0,7.5,8.75,7.67
0,15000288,S? GDÐT Phú Th?,9.8,7,5,9,7.75,7.17,0,0,0
0,15000289,S? GDÐT Phú Th?,9,7.75,6.8,0,0,0,8.5,8.5,8.83
0,15000290,S? GDÐT Phú Th?,9.4,7,4.6,8.5,4.75,7.42,0,0,0
0,15000291,S? GDÐT Phú Th?,9.4,7.75,5.8,9.5,6.5,8.25,0,0,0
0,15000292,S? GDÐT Phú Th?,8,8.75,5.6,0,0,0,8.5,9.25,9.17
0,15000293,S? GDÐT Phú Th?,4,7.5,4.2,0,0,0,9,6.75,7.5
0,15000294,S? GDÐT Phú Th?,9.6,7.5,6.8,10,8.75,8.33,0,0,0
0,15000295,S? GDÐT Phú Th?,8.2,9,8.4,0,0,0,6.75,8,7.17
0,15000296,S? GDÐT Phú Th?,9,6.25,5.8,9.25,5.25,7.92,0,0,0
0,15000297,S? GDÐT Phú Th?,9.2,8.75,7.8,0,0,0,7.5,8,6.5
0,15000298,S? GDÐT Phú Th?,5.4,7.5,8.8,0,0,0,9.5,8.75,8.83
0,15000299,S? GDÐT Phú Th?,9.4,6.75,3.8,9.25,8.25,7.33,0,0,0
0,15000300,S? GDÐT Phú Th?,9,8.25,9,0,0,0,7.25,9.25,8.67
0,15000301,S? GDÐT Phú Th?,9,8.25,8.2,4.25,4.25,5.67,0,0,0
0,15000301,S? GDÐT Phú Th?,9,8.25,8.2,4.25,4.25,5.67,0,0,0
0,15000302,S? GDÐT Phú Th?,9,7.25,4.4,8.25,8,7,0,0,0
0,15000304,S? GDÐT Phú Th?,6,7.75,4.2,0,0,0,9.75,8.75,9.08
0,15000305,S? GDÐT Phú Th?,6.2,7.5,9.4,0,0,0,9,9,9
0,15000306,S? GDÐT Phú Th?,5.8,7.5,5.8,0,0,0,10,8.75,8.58
0,15000307,S? GDÐT Phú Th?,7.6,7.5,8,0,0,0,6,7.25,6.42
0,15000307,S? GDÐT Phú Th?,7.6,7.5,8,0,0,0,6,7.25,6.42
0,15000307,S? GDÐT Phú Th?,7.6,7.5,8,0,0,0,6,7.25,6.42
0,15000307,S? GDÐT Phú Th?,7.6,7.5,8,0,0,0,6,7.25,6.42
0,15000307,S? GDÐT Phú Th?,7.6,7.5,8,0,0,0,6,7.25,6.42
0,15000308,S? GDÐT Phú Th?,6,7.25,8.2,0,0,0,7.25,8.75,7.5
0,15000313,S? GDÐT Phú Th?,5.2,9,3.4,0,0,0,7.5,8,8.25
0,15000314,S? GDÐT Phú Th?,9.4,7.75,7.8,0,0,0,7.25,9,8.08
0,15000314,S? GDÐT Phú Th?,9.4,7.75,7.8,0,0,0,7.25,9,8.08
0,15000315,S? GDÐT Phú Th?,8.8,6,5.6,8,7.5,6.58,0,0,0
0,15000316,S? GDÐT Phú Th?,8.2,7,9.8,0,0,0,8.25,8.75,7.75
0,15000317,S? GDÐT Phú Th?,9.2,5.25,4.4,9.25,4.75,7.5,0,0,0
0,15000318,S? GDÐT Phú Th?,9.8,6.25,7.4,8,6.25,7.75,0,0,0
0,15000319,S? GDÐT Phú Th?,8.8,7.25,6.4,8.75,3,6.58,0,0,0
0,15000320,S? GDÐT Phú Th?,7.2,8,6.4,0,0,0,10,8.75,9.17
0,15000321,S? GDÐT Phú Th?,8.8,8.25,8.4,0,0,0,7.75,7.75,7.17
0,15000322,S? GDÐT Phú Th?,8,7.25,0,0,0,0,7.75,8.25,7.42
0,15000323,S? GDÐT Phú Th?,9.4,7.75,8.2,0,0,0,8,8.5,8
0,15000324,S? GDÐT Phú Th?,6.8,7.5,6.6,0,0,0,9.25,8.25,8.83
0,15000325,S? GDÐT Phú Th?,9.2,8.75,9.2,0,0,0,7.25,8.75,8.25
0,15000326,S? GDÐT Phú Th?,9.4,7,6,9.75,9.25,8.33,0,0,0
0,15000327,S? GDÐT Phú Th?,8,8.5,7.6,0,0,0,5.25,7.5,7.17
0,15000328,S? GDÐT Phú Th?,8.8,8.75,8.6,0,0,0,8.5,8.75,8.33
0,15000329,S? GDÐT Phú Th?,8.6,7.75,8.2,0,0,0,9.75,8,7.75
0,15000330,S? GDÐT Phú Th?,9,8.5,9,0,0,0,6.25,8.75,7.5
0,15000331,S? GDÐT Phú Th?,8.8,4.25,3.6,7.25,4,6.17,0,0,0
0,15000332,S? GDÐT Phú Th?,9.2,6,9,4.75,6.5,6.92,0,0,0
0,15000333,S? GDÐT Phú Th?,9.2,8.5,8.6,0,0,0,7,8,7.17
0,15000334,S? GDÐT Phú Th?,8.6,8.25,8.2,0,0,0,7.25,8.75,7.58
0,15000335,S? GDÐT Phú Th?,8.8,5.5,6.6,9,8.5,8.17,0,0,0
0,15000336,S? GDÐT Phú Th?,4.6,7.25,2.8,0,0,0,8.5,6.25,5.67
0,15000337,S? GDÐT Phú Th?,8.8,5.75,7,4.5,4.5,5.83,0,0,0
0,15000338,S? GDÐT Phú Th?,9.2,7.5,8.8,4.25,5.25,6,0,0,0
0,15000339,S? GDÐT Phú Th?,9.8,9.25,8.8,0,0,0,6.75,8.25,7.17
0,15000340,S? GDÐT Phú Th?,9.2,8.75,8.6,0,0,0,8.25,8.5,7.75
0,15000341,S? GDÐT Phú Th?,8.8,4,6.4,4,6.5,5.5,0,0,0
0,15000342,S? GDÐT Phú Th?,8.6,8.25,9.4,0,0,0,7.5,8.5,7.58
0,15000343,S? GDÐT Phú Th?,8.2,7.75,9.2,0,0,0,7.25,8,7.75
0,15000344,S? GDÐT Phú Th?,9.8,6,7.8,9.75,9.5,9.17,0,0,0
0,15000345,S? GDÐT Phú Th?,9.6,8.5,8.4,0,0,0,7.5,8.5,7.92
0,15000346,S? GDÐT Phú Th?,5.8,8,4.8,0,0,0,10,9.25,9.5
0,15000347,S? GDÐT Phú Th?,8.4,8.5,9.6,4,6.25,5.92,0,0,0
0,15000348,S? GDÐT Phú Th?,8.2,7.75,7,0,0,0,7.5,7.75,7.17
0,15000349,S? GDÐT Phú Th?,8.8,8,4.6,0,0,0,7,7,7.17
0,15000350,S? GDÐT Phú Th?,8.4,7.5,9.4,0,0,0,7.25,9.25,8.17
0,15000351,S? GDÐT Phú Th?,9.2,7.75,8.4,0,0,0,7.25,8.5,7.58
0,15000352,S? GDÐT Phú Th?,9.2,8.25,8.8,0,0,0,8.25,8.75,7.58
0,15000353,S? GDÐT Phú Th?,6.2,8.25,8.6,0,0,0,9.75,8.5,8.67
0,15000354,S? GDÐT Phú Th?,9.4,8.75,9,0,0,0,8.5,8.25,7.75
0,15000355,S? GDÐT Phú Th?,5,8,5.6,0,0,0,7.5,6.75,7.42
0,15000356,S? GDÐT Phú Th?,8.6,7.75,9,0,0,0,7,8.75,7.67
0,15000357,S? GDÐT Phú Th?,8.6,8,8.4,0,0,0,8.25,8,7
0,15000358,S? GDÐT Phú Th?,5.8,7.25,8.4,0,0,0,8.5,9.5,9
0,15000359,S? GDÐT Phú Th?,8.8,8.75,8.6,0,0,0,8.5,7.75,7
0,15000360,S? GDÐT Phú Th?,8.6,6.5,7.8,9.25,6.75,6.42,0,0,0
0,15000361,S? GDÐT Phú Th?,5.6,8.25,3.8,0,0,0,9.25,8.25,8.58
0,15000362,S? GDÐT Phú Th?,9.4,8.5,9.2,0,0,0,8.25,8.75,7.5
0,15000363,S? GDÐT Phú Th?,9,7,6.6,9.25,6.75,8.42,0,0,0
0,15000364,S? GDÐT Phú Th?,7.4,8,7.8,0,0,0,10,8.75,9
0,15000365,S? GDÐT Phú Th?,8.8,8.5,8.6,0,0,0,7,7.75,6.83
0,15000366,S? GDÐT Phú Th?,8.2,8,0,0,0,0,8,8.5,8
0,15000367,S? GDÐT Phú Th?,9.2,6.75,9,3.5,4,5.17,0,0,0
0,15000368,S? GDÐT Phú Th?,8,7.75,8.8,0,0,0,6.25,7.5,6.08
0,15000369,S? GDÐT Phú Th?,7.8,8.25,6,0,0,0,6.5,7.75,6.75
0,15000370,S? GDÐT Phú Th?,9.4,7.25,9,3.5,5.5,5.92,0,0,0
0,15000371,S? GDÐT Phú Th?,8.6,7.75,9,0,0,0,7.75,9.25,8.75
0,15000372,S? GDÐT Phú Th?,8.4,7.5,7.4,0,0,0,7.75,8.25,7.25
0,15000373,S? GDÐT Phú Th?,9.4,7.5,7.6,0,0,0,7,7.75,6.17
0,15000374,S? GDÐT Phú Th?,8.4,7.5,9.2,0,0,0,7,8.5,8.17
0,15000375,S? GDÐT Phú Th?,9.8,7.75,9,6,4.5,6.5,0,0,0
0,15000376,S? GDÐT Phú Th?,9.2,8.5,8.2,0,0,0,6,7.75,7
0,15000376,S? GDÐT Phú Th?,8,6,7,0,0,0,7,6.75,5.92
0,15000378,S? GDÐT Phú Th?,8.8,8.75,10,0,0,0,7,8,7.92
0,15000379,S? GDÐT Phú Th?,9.2,8.5,8.2,0,0,0,7.75,9,8.58
0,15000380,S? GDÐT Phú Th?,8.4,5.25,5,4,5,5.25,0,0,0
0,15000380,S? GDÐT Phú Th?,9,8.25,8.8,0,0,0,8.25,9.5,7.92
0,15000382,S? GDÐT Phú Th?,9.6,4.75,5,9.5,4.25,7.75,0,0,0
0,15000383,S? GDÐT Phú Th?,9,7,4.2,9,5,7.42,0,0,0
0,15000384,S? GDÐT Phú Th?,7.6,8.5,5.8,0,0,0,9.5,7.25,7.92
0,15000385,S? GDÐT Phú Th?,8.6,8.75,5.6,0,0,0,7,8.25,8.75
0,15000386,S? GDÐT Phú Th?,9.2,6,4.8,8.5,3.75,6.75,0,0,0
0,15000387,S? GDÐT Phú Th?,8.8,8.5,8.6,0,0,0,7.25,8.75,7.75
0,15000388,S? GDÐT Phú Th?,7.6,4.25,5.6,7.25,7.75,6.17,0,0,0
0,15000389,S? GDÐT Phú Th?,9.2,6.5,8.2,4.5,4.5,6.17,0,0,0
0,15000390,S? GDÐT Phú Th?,9.2,6.25,5.4,8.25,8.25,7.25,0,0,0
0,15000391,S? GDÐT Phú Th?,8.8,5.25,6.4,6.25,5.25,7.08,0,0,0
0,15000392,S? GDÐT Phú Th?,9.4,7.25,4,9,9.25,7.5,0,0,0
0,15000393,S? GDÐT Phú Th?,9,7.25,4.6,9.25,3.25,6.92,0,0,0
0,15000394,S? GDÐT Phú Th?,8.8,8.5,8.2,0,0,0,5.5,8.5,6.58
0,15000395,S? GDÐT Phú Th?,9.4,6,7,9.5,9,7.83,0,0,0
0,15000397,S? GDÐT Phú Th?,9.2,4.75,9.4,5.5,5.5,6.67,0,0,0
0,15000398,S? GDÐT Phú Th?,9.4,7.25,5.2,9.25,3.75,6.83,0,0,0
0,15000399,S? GDÐT Phú Th?,5,8.5,4.2,0,0,0,9.75,8.5,9
0,15000400,S? GDÐT Phú Th?,6,9,3.8,0,0,0,9.25,8,8.67
0,15000401,S? GDÐT Phú Th?,8.4,8,9.6,0,0,0,8.75,9,8.25
0,15000402,S? GDÐT Phú Th?,8.6,7,7.4,1.25,3,4.25,0,0,0
0,15000403,S? GDÐT Phú Th?,9.2,6.75,8.2,6.75,6,7.08,0,0,0
0,15000404,S? GDÐT Phú Th?,8.8,8.5,9.2,0,0,0,7.75,8,6.58
0,15000405,S? GDÐT Phú Th?,9.4,7,5.2,9.25,8.5,8,0,0,0
0,15000406,S? GDÐT Phú Th?,8.6,5,6.8,3.75,4.25,5.33,0,0,0
0,15000407,S? GDÐT Phú Th?,6,7.25,5.2,0,0,0,8.5,8.5,8.75
0,15000408,S? GDÐT Phú Th?,8.6,9,9.4,0,0,0,8.25,8,7.83
0,15000409,S? GDÐT Phú Th?,9.2,8.5,7.6,0,0,0,5.5,7.75,6.67
0,15000410,S? GDÐT Phú Th?,9.8,7.5,6.2,9.5,9.5,8.92,0,0,0
0,15000411,S? GDÐT Phú Th?,9.2,8.25,8.6,0,0,0,7.25,8.75,7.58
0,15000412,S? GDÐT Phú Th?,7.6,0,7.4,0,0,0,0,0,0
0,15000412,S? GDÐT Phú Th?,8,7.75,3.6,0,0,0,7.5,8.25,7.58
0,15000414,S? GDÐT Phú Th?,8.8,6.75,5,2.75,3.5,4.58,0,0,0
0,15000415,S? GDÐT Phú Th?,9.6,5.75,4.4,8.25,5.25,7.42,0,0,0
